organism,12C,13C,GC,shift,M_light,M_HeavyMax,M_Lab,EAF,lowest_taxonomy
day0_DO_0_env_virus_control_000000000224,1.6953743981410354,1.69899489025456,0.3292,0.003620492113524554,307.8542832,317.66466587656,308.5117096691401,0.06626866154952452,Caudoviricetes
day0_DO_0_env_virus_control_000000000228,1.6986264067267625,1.6947053073520433,0.35450000000000004,-0.003921099374719184,307.866832,317.66459685309997,307.15615398529854,-0.07172867859305469,Caudoviricetes
day0_DO_0_env_virus_control_000000000233,1.6989444735604233,1.693150518659106,0.3381,-0.005793954901317289,307.85869759999997,317.66464159557995,306.80879900847356,-0.10587779946314393,Caudoviricetes
day0_DO_0_env_virus_control_000000000234,1.6970943163760412,1.6952407172153205,0.3393,-0.001853599160720698,307.8592928,317.66463832174,307.5230429397255,-0.03391143536221627,Caudoviricetes
day0_DO_0_env_virus_control_000000000237,1.698705547811104,1.6931073660283014,0.2857,-0.00559818178280258,307.83270719999996,317.66478455325995,306.8182268176768,-0.10203409772845326,Caudoviricetes
day0_DO_0_env_virus_control_000000000238,1.6970303830902886,1.696181176925386,0.39049999999999996,-0.0008492061649025828,307.884688,317.6644986379,307.73062029577153,-0.015578589269028885,Caudoviricetes
day0_DO_0_env_virus_control_000000000242,1.6982521783817512,1.6938117803577801,0.32899999999999996,-0.004440398023971115,307.854184,317.66466642219996,307.04924164355475,-0.08113745451988956,Caudoviricetes
day0_DO_0_env_virus_control_000000000244,1.6973681936686598,1.7009043804268664,0.5075999999999999,0.003536186758206661,307.94276959999996,317.66417916567997,308.58431758481953,0.0652599695152377,Caudoviricetes
day0_DO_0_env_virus_control_000000000250,1.6980041640506172,1.6944030271656805,0.3779,-0.0036011368849366843,307.8784384,317.66453301321997,307.2254880574319,-0.06598081956162531,Caudoviricetes
day0_DO_0_env_virus_control_000000000251,1.6984028613891349,1.6947750548962928,0.3009,-0.0036278064928421117,307.84024639999996,317.66474308461994,307.18269637459866,-0.06618589566480944,Caudoviricetes
day0_DO_0_env_virus_control_000000000252,1.6990303373340145,1.6945366438763936,0.34020000000000006,-0.004493693457620962,307.8597392,317.66463586635996,307.04549400054185,-0.082121930041692,Caudoviricetes
day0_DO_0_env_virus_control_000000000253,1.6979254948795057,1.6966373751315367,0.39409999999999995,-0.001288119747969052,307.8864736,317.66448881638,307.6528975991844,-0.023622424602845943,Caudoviricetes
day0_DO_0_env_virus_control_000000000256,1.6957843171900153,1.6971137677731838,0.3992,0.0013294505831684678,307.8890032,317.66447490256,308.1303801314329,0.024417713904683527,Caudoviricetes
day0_DO_0_env_virus_control_000000000259,1.6957961608681775,1.6979236422540056,0.4249,0.0021274813858280783,307.90175039999997,317.66440478782,308.288032229005,0.03912761045036159,Caudoviricetes
day0_DO_0_env_virus_control_000000000271,1.6950389075551846,1.69809380298477,0.3605,0.00305489542958548,307.869808,317.66458048389995,308.42466846082743,0.05601913359240335,Caudoviricetes
day0_DO_0_env_virus_control_000000000286,1.6977980787747602,1.694963525294995,0.36479999999999996,-0.002834553479765134,307.87194079999995,317.6645687526399,307.3579341627993,-0.051905865134887444,Caudoviricetes
day0_DO_0_env_virus_control_000000000292,1.6958908566660833,1.6976304569417984,0.3973,0.0017396002757150697,307.88806079999995,317.66448008614,308.20388428200755,0.03194563757065432,Caudoviricetes
day0_DO_0_env_virus_control_000000000295,1.6984977431965582,1.6971986574488063,0.2825,-0.001299085747751949,307.83112,317.6647932835,307.5956772257553,-0.02367644823342137,Caudoviricetes
day0_DO_0_env_virus_control_000000000297,1.6971452304180925,1.6960661448483059,0.3822,-0.001079085569786642,307.88057119999996,317.66452128196,307.684813361693,-0.019785721614070228,Caudoviricetes
day0_DO_0_env_virus_control_000000000299,1.6982279454258216,1.6959713320367311,0.3899,-0.002256613389090445,307.8843904,317.66450027482,307.4752721543958,-0.04136681426163023,Caudoviricetes
day0_DO_0_env_virus_control_000000000301,1.6955626334432221,1.6981290519840155,0.4819,0.002566418540793425,307.9300224,317.66424928042,308.39610799493283,0.047349040006536405,Caudoviricetes
day0_DO_0_env_virus_control_000000000302,1.6963408307065495,1.6974057314727773,0.3823,0.0010649007662277832,307.8806208,317.66452100914,308.07389699960663,0.01953499592288686,Caudoviricetes
day0_DO_0_env_virus_control_000000000303,1.694143782185904,1.6983370100925992,0.42869999999999997,0.004193227906695185,307.9036352,317.66439442066,308.6657370530243,0.07721050265687641,Caudoviricetes
day0_DO_0_env_virus_control_000000000309,1.6983886622790647,1.6940409644394996,0.3481,-0.004347697839565123,307.86365759999995,317.66461431357993,307.0755587456235,-0.07951685356942563,
day0_DO_0_env_virus_control_000000000312,1.69791825794846,1.695133643674542,0.3666,-0.0027846142739180735,307.8728336,317.66456384187995,307.3679170158353,-0.050992600094659064,Caudoviricetes
day0_DO_0_env_virus_control_000000000316,1.698590239934867,1.693061691691875,0.308,-0.005528548242991871,307.84376799999995,317.66472371439994,306.8418023212394,-0.100889519747724,Caudoviricetes
day0_DO_0_env_virus_control_000000000322,1.6987807188986928,1.6932371671785238,0.3953,-0.00554355172016896,307.88706879999995,317.66448554254,306.88235531880946,-0.10161669483814453,Caudoviricetes
day0_DO_0_env_virus_control_000000000323,1.6988334281347592,1.7024189672378032,0.4426,0.003585539103043933,307.91052959999996,317.66435649868,308.56040216892626,0.06588705921871664,Caudoviricetes
day0_DO_0_env_virus_control_000000000326,1.6955043899606879,1.6976659277435608,0.3882,0.00216153778287298,307.88354719999995,317.66450491276,308.2760569003218,0.03968404878157334,Caudoviricetes
day0_DO_0_env_virus_control_000000000335,1.698161203157478,1.6935770935738284,0.3335,-0.0045841095836496315,307.85641599999997,317.66465414529995,307.0253714888254,-0.08378769541964325,Caudoviricetes
day0_DO_0_env_virus_control_000000000336,1.6979269785360294,1.6950115121159195,0.3761,-0.002915466420109869,307.87754559999996,317.66453792398,307.34889704381965,-0.05341518841177771,Caudoviricetes
day0_DO_0_env_virus_control_000000000340,1.6984562580116849,1.694245519368201,0.35,-0.00421073864348398,307.8646,317.66460913,307.101355517214,-0.07701656684299264,Caudoviricetes
day0_DO_0_env_virus_control_000000000343,1.6980739680521242,1.6936569543024076,0.3478,-0.004417013749716592,307.8635088,317.66461513203996,307.06269718814457,-0.0807982999192513,Caudoviricetes
day0_DO_0_env_virus_control_000000000347,1.7087386166466114,1.7098263621161212,0.609,0.0010877454695097377,307.99306399999995,317.66390252619993,308.18912561922167,0.020048201330560355,Caudoviricetes
day0_DO_0_env_virus_control_000000000352,1.6955423140884167,1.6977213383239813,0.4017,0.0021790242355645972,307.8902432,317.66446808206,308.28592798843147,0.040032617747994985,Caudoviricetes
day0_DO_0_env_virus_control_000000000354,1.6941731664502087,1.698568113028583,0.4006,0.004394946578374359,307.8896976,317.66447108308,308.688410978172,0.08080369462326106,Caudoviricetes
day0_DO_0_env_virus_control_000000000355,1.6947163688070308,1.698210277586576,0.4459,0.0034939087795451407,307.9121664,317.66434749562,308.5469729324176,0.06437045688427182,Caudoviricetes
day0_DO_0_env_virus_control_000000000365,1.6973920303609096,1.6958340324272363,0.35119999999999996,-0.001557997933673283,307.86519519999996,317.66460585615994,307.5826126678612,-0.028516243638970897,Caudoviricetes
day0_DO_0_env_virus_control_000000000370,1.6981601459169375,1.6930988403482792,0.3116,-0.005061305568658359,307.84555359999996,317.66471389287994,306.9280309396851,-0.09240371056870372,Caudoviricetes
day0_DO_0_env_virus_control_000000000372,1.695500513551564,1.6997048433790471,0.4621,0.0042043298274832,307.9202016,317.66430329878,308.68375081613067,0.07748938061312874,Caudoviricetes
day0_DO_0_env_virus_control_000000000373,1.6981333699885808,1.694671470503934,0.3519,-0.003461899484646702,307.8655424,317.66460394641996,307.23791233194345,-0.06333827302565709,Caudoviricetes
day0_DO_0_env_virus_control_000000000376,1.704945324523801,1.7036615413297873,0.5288,-0.0012837831940137878,307.95328479999995,317.66412132783995,307.7214033162474,-0.023613283935611865,Caudoviricetes
day0_DO_0_env_virus_control_000000000379,1.7004376083590123,1.6928996868383066,0.2608,-0.007537921520705648,307.82035679999996,317.66485248543995,306.45581059105484,-0.13706978643576473,Caudoviricetes
day0_DO_0_env_virus_control_000000000383,1.696101201716159,1.6970440250226302,0.395,0.0009428233064712188,307.88692,317.664486361,308.0580671954857,0.017309557933146896,Caudoviricetes
day0_DO_0_env_virus_control_000000000385,1.7069900169145649,1.7071034333647488,0.5818,0.00011341645018392299,307.97957279999997,317.66397673323996,308.0000356905441,0.0020894936117031525,Caudoviricetes
day0_DO_0_env_virus_control_000000000392,1.695106134416873,1.6990491017949514,0.4814,0.003942967378078421,307.9297744,317.66425064452,308.64604639651185,0.07276329284953645,Caudoviricetes
day0_DO_0_env_virus_control_000000000400,1.69894127008511,1.6931750665835816,0.3144,-0.005766203501528455,307.8469424,317.66470625392,306.80211045174036,-0.10523999621802722,Caudoviricetes
day0_DO_0_env_virus_control_000000000401,1.697131400939604,1.6963379125867184,0.3579,-0.0007934883528855075,307.86851839999997,317.66458757721995,307.7245754599099,-0.01453066490890474,Caudoviricetes
day0_DO_0_env_virus_control_000000000405,1.6959079281045202,1.6995527602678004,0.49219999999999997,0.003644832163280265,307.9351312,317.66422117996,308.59694299520527,0.06726811299793775,Caudoviricetes
day0_DO_0_env_virus_control_000000000407,1.696450030790745,1.6967597982265514,0.40270000000000006,0.0003097674358063518,307.8907392,317.66446535386,307.94695926133954,0.005688242599612507,Unclassified
day0_DO_0_env_virus_control_000000000412,1.6968969148116289,1.6967940274649411,0.3911,-0.00010288734668773003,307.8849856,317.66449700098,307.86631771924846,-0.0018876645614805127,Caudoviricetes
day0_DO_0_env_virus_control_000000000416,1.6961282166636846,1.696545575377892,0.37729999999999997,0.0004173587142073387,307.8781408,317.66453465014,307.953899002543,0.007655154037670689,Caudoviricetes
day0_DO_0_env_virus_control_000000000424,1.6987017172773804,1.693406210255537,0.3356,-0.005295507021843449,307.8574576,317.66464841607996,306.8977474214169,-0.09677037799837913,Caudoviricetes
day0_DO_0_env_virus_control_000000000427,1.6939899500070845,1.698426303845473,0.4177,0.004436353838388474,307.89817919999996,317.66442443086,308.704527117897,0.08164729585316026,Caudoviricetes
day0_DO_0_env_virus_control_000000000428,1.6950002120559708,1.6976607246853777,0.40840000000000004,0.002660512629406808,307.8935664,317.66444980312,308.37684346161564,0.04891131207981975,Caudoviricetes
day0_DO_0_env_virus_control_000000000429,1.6969261805910625,1.700865067268494,0.4705,0.003938886677431475,307.92436799999996,317.66428038189997,308.6391187090434,0.07256822603561344,Unclassified
day0_DO_0_env_virus_control_000000000430,1.6974745151098825,1.6954725491789762,0.3713,-0.002001965930906291,307.8751648,317.66455101933997,307.5120632715733,-0.036679176444170354,Caudoviricetes
day0_DO_0_env_virus_control_000000000431,1.6943443261566977,1.69787992477376,0.4311,0.003535598617062208,307.9048256,317.66438787298,308.54733247346854,0.06510201044798561,Caudoviricetes
day0_DO_0_env_virus_control_000000000438,1.6968035855629449,1.696297293241275,0.40270000000000006,-0.0005062923216698767,307.8907392,317.66446535386,307.7988707489332,-0.009295081230207277,Caudoviricetes
day0_DO_0_env_virus_control_000000000443,1.707522949320085,1.7075830829318943,0.5832,6.013361180934318e-05,307.98026719999996,317.66397291375995,307.9911133006864,0.001107589961262516,Caudoviricetes
day0_DO_0_env_virus_control_000000000446,1.6957740742009058,1.69625031846326,0.377,0.000476244262354264,307.87799199999995,317.6645354686,307.96445701289633,0.008736913642080379,Caudoviricetes
day0_DO_0_env_virus_control_000000000448,1.701982298136858,1.7040557736618693,0.503,0.002073475525011359,307.94048799999996,317.66419171539997,308.31564293887743,0.038152755807232486,Caudoviricetes
day0_DO_0_env_virus_control_000000000451,1.6951748773953699,1.697420384213374,0.39,0.0022455068180040616,307.88444,317.664500002,308.29227792775384,0.04123756889340831,Caudoviricetes
day0_DO_0_env_virus_control_000000000454,1.69779935440307,1.6953104725251782,0.37479999999999997,-0.0024888818778918687,307.8769008,317.66454147063996,307.42556994218376,-0.04559990864027205,Caudoviricetes
day0_DO_0_env_virus_control_000000000463,1.6981639566129205,1.694426054272688,0.35359999999999997,-0.003737902340232413,307.8663856,317.66459930848,307.18872754541,-0.06839284328736896,Caudoviricetes
day0_DO_0_env_virus_control_000000000465,1.6967517291378122,1.6953818534633767,0.35840000000000005,-0.0013698756744355833,307.86876639999997,317.66458621311995,307.62020797700416,-0.025091964170880162,Caudoviricetes
day0_DO_0_env_virus_control_000000000470,1.6982876429753853,1.6934493391468026,0.3635,-0.004838303828582635,307.871296,317.66457229929995,306.9941920086303,-0.08856661405899958,Caudoviricetes
day0_DO_0_env_virus_control_000000000480,1.697918649836406,1.6958329484914523,0.3738,-0.002085701344953783,307.8764048,317.66454419883996,307.49821339982145,-0.03820836599251064,Caudoviricetes
day0_DO_0_env_virus_control_000000000485,1.6985958000292858,1.6931590395373832,0.31920000000000004,-0.005436760491902559,307.84932319999996,317.66469315855994,306.86397810624436,-0.09927242865258828,Caudoviricetes
day0_DO_0_env_virus_control_000000000487,1.6986448417200433,1.6939519239448642,0.342,-0.004692917775179106,307.86063199999995,317.66463095559993,307.01009244240316,-0.08579030711486317,Caudoviricetes
day0_DO_0_env_virus_control_000000000494,1.6986908886205205,1.6928294073969472,0.3276,-0.005861481223573328,307.8534896,317.66467024167997,306.79121425550375,-0.10706876457403226,Caudoviricetes
day0_DO_0_env_virus_control_000000000499,1.7002942710185671,1.7032541691079528,0.49570000000000003,0.002959898089385682,307.9368672,317.66421163126,308.47292837506393,0.05449630062269431,Caudoviricetes
day0_DO_0_env_virus_control_000000000501,1.6939991721301781,1.6980417381518464,0.41859999999999997,0.0040425660216683035,307.89862559999995,317.66442197547997,308.6333960428944,0.07440309047228517,Caudoviricetes
day0_DO_0_env_virus_control_000000000502,1.6980737428822357,1.6950448071000603,0.3361,-0.003028935782175335,307.8577056,317.66464705197995,307.3085650080682,-0.05537285637085392,Caudoviricetes
day0_DO_0_env_virus_control_000000000506,1.6990486869840151,1.6954454552323863,0.36729999999999996,-0.0036032317516287993,307.8731808,317.66456193214,307.22026341803684,-0.06594186661089957,Caudoviricetes
day0_DO_0_env_virus_control_000000000508,1.695649957682347,1.6974241738203968,0.39649999999999996,0.0017742161380498445,307.887664,317.6644822687,308.2098173192628,0.032584572660871766,Caudoviricetes
day0_DO_0_env_virus_control_000000000509,1.7054207240245627,1.705439307551923,0.5464,1.8583527360283014e-05,307.9620144,317.66407331152,307.96537018220664,0.0003420399399374234,Caudoviricetes
day0_DO_0_env_virus_control_000000000513,1.6980998202033566,1.6948394872070487,0.36479999999999996,-0.003260332996307902,307.87194079999995,317.6645687526399,307.28083005651763,-0.059692059032694235,Caudoviricetes
day0_DO_0_env_virus_control_000000000517,1.7031519695365755,1.7041401260342597,0.5328,0.000988156497684134,307.9552688,317.66411041504,308.13394222744733,0.01819866430672865,Caudoviricetes
day0_DO_0_env_virus_control_000000000519,1.6958767507407386,1.6976741075240105,0.4155,0.001797356783271864,307.897088,317.6644304329,308.22340942602625,0.033038181764491345,Caudoviricetes
day0_DO_0_env_virus_control_000000000520,1.6985100539109093,1.6929845123503147,0.3471,-0.0055255415605945934,307.86316159999996,317.66461704177993,306.8616304695366,-0.10104639988615144,Caudoviricetes
day0_DO_0_env_virus_control_000000000526,1.6969863718389475,1.6966572126415214,0.3661,-0.0003291591974261543,307.8725856,317.66456520597995,307.81286850688286,-0.006030802702621314,Caudoviricetes
day0_DO_0_env_virus_control_000000000529,1.6986821191602803,1.7015098525900223,0.4771,0.002827733429741963,307.92764159999996,317.66426237577997,308.44023738014766,0.05206114712231756,Caudoviricetes
day0_DO_0_env_virus_control_000000000530,1.698170093516545,1.7013643631268909,0.5065,0.003194269610345968,307.94222399999995,317.66418216669996,308.52146543854667,0.05891865678808431,Caudoviricetes
day0_DO_0_env_virus_control_000000000531,1.6981852442363004,1.6962310538222334,0.3718,-0.0019541904140669697,307.8754128,317.66454965523997,307.52112448989794,-0.03578980932292466,Unclassified
day0_DO_0_env_virus_control_000000000535,1.6984265341518219,1.6954222006737232,0.4092,-0.0030043334780986974,307.8939632,317.66444762056,307.34933196470894,-0.055123071701833136,Caudoviricetes
day0_DO_0_env_virus_control_000000000547,1.7019397706812085,1.7037265048298953,0.5097,0.0017867341486867971,307.94381119999997,317.66417343646,308.26709744833033,0.03288908140226678,Caudoviricetes
day0_DO_0_env_virus_control_000000000549,1.704732130176806,1.7052137515262014,0.5012,0.00048162134939544465,307.9395952,317.66419662616,308.026594371745,0.008846882712066791,Caudoviricetes
day0_DO_0_env_virus_control_000000000551,1.694033929680694,1.699608715981889,0.41979999999999995,0.00557478630119479,307.89922079999997,317.66441870164,308.91246636031053,0.10260785816794152,Caudoviricetes
day0_DO_0_env_virus_control_000000000555,1.6968705750340725,1.6969577754021212,0.3676,8.720036804876763e-05,307.8733296,317.66456111367995,307.8891508818635,0.0015979063038760381,Caudoviricetes
day0_DO_0_env_virus_control_000000000567,1.6945907794293076,1.6990437796241118,0.4738,0.004453000194804213,307.9260048,317.66427137884,308.73516449566495,0.0821674000835726,Caudoviricetes
day0_DO_0_env_virus_control_000000000568,1.6943049536497798,1.6979637412749926,0.4164,0.003658787625212767,307.8975344,317.66442797752,308.5624275092773,0.0673197258077696,Caudoviricetes
day0_DO_0_env_virus_control_000000000569,1.6949705923146299,1.6968557912407585,0.4263,0.001885198926128595,307.90244479999996,317.66440096834,308.2449034602984,0.034691115265625495,Caudoviricetes
day0_DO_0_env_virus_control_000000000571,1.6970043706006042,1.701407185875888,0.5017,0.004402815275283745,307.9398432,317.66419526206,308.7387817702228,0.081245567430986,Unclassified
day0_DO_0_env_virus_control_000000000572,1.6984493991433018,1.6951637226450185,0.36829999999999996,-0.003285676498283374,307.8736768,317.66455920394,307.2780904346882,-0.06015474282889595,Caudoviricetes
day0_DO_0_env_virus_control_000000000574,1.697504951950926,1.695836090124406,0.379,-0.0016688618265199295,307.87898399999995,317.6645300122,307.57630006202686,-0.030588013565666625,Caudoviricetes
